scrap_date,update_date,price,city,location,product_type,furnish_type,number_of_rooms,floor_number,number_of_floors,size,year_of_construction
"December 06, 2020",Actualizat în 04.12.2020,49.500,Iasi,Central ,Detached,N/A,2,1,4,57 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,32.000,Iasi,Central ,Detached,N/A,1,1,4,32 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 16.11.2020,56.999,Iasi,Pacurari ,Semi_detached,Furnished,2,Etaj 1,N/A,47 mp,N/A
"December 06, 2020",Actualizat în 16.11.2020,66.000,Iasi,Pacurari ,Semi_detached,Furnished,3,3,3,91 mp,2019
"December 06, 2020",Actualizat în 13.10.2020,70.000,Iasi,Pacurari ,Detached,Unfurnished,3,Parter,1,91 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 18.11.2020,57.000,Iasi,Cug ,Detached,Furnished,2,6,6,57 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 02.12.2020,45.000,Iasi,Tatarasi ,Detached,N/A,2,4,4,54 mp,1970
"December 06, 2020",Actualizat în 30.11.2020,35.700,Iasi,Popas Pacurari ,Detached,Unfurnished,1,1,3,42 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 18.11.2020,65.000,Iasi,Cug ,Semi_detached,Unfurnished,3,5,6,67 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,80.000,Iasi,Tatarasi ,Detached,Furnished,4,4,4,80 mp,1975
"December 06, 2020",Actualizat ieri,98.496,Iasi,Metalurgie ,Detached,Unfurnished,3,3,8,90.44 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 17.11.2020,78.000,Iasi,Popas Pacurari ,Detached,Furnished,3,2,4,86 mp,2018
"December 06, 2020",Actualizat în 02.12.2020,45.600,Iasi,Bucium ,Detached,N/A,2,1,4,54 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 27.11.2020,65.000,Iasi,Tatarasi ,Detached,Furnished,3,Parter,N/A,60 mp,1970
"December 06, 2020",Actualizat în 16.11.2020,47.000,Iasi,Bucium ,Detached,Unfurnished,2,1,4,60 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 23.11.2020,60.050,Iasi,Copou ,Detached,Unfurnished,2,2,10,60 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 28.10.2020,79.300,Iasi,Pacurari ,Detached,Unfurnished,3,1,5,83.45 mp,2021 (in constructie)
"December 06, 2020",Introdus: Ieri,61.350,Iasi,Tatarasi ,Detached,Unfurnished,2,2,9,63.25 mp,2021 (in constructie)
"December 06, 2020",Actualizat ieri,68.964,Iasi,Metalurgie ,Detached,Unfurnished,2,1,8,57.47 mp,2020 (in constructie)
"December 06, 2020",Actualizat azi,53.300,Iasi,Copou ,Semi_detached,N/A,1,Mansarda,3,42.64 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 17.09.2020,37.000,Iasi,Lunca Cetatuii ,Detached,N/A,2,1,3,45 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 20.11.2020,43.600,Iasi,Pacurari ,Studio,N/A,2,Parter,3,41.5 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 09.11.2020,52.000,Iasi,Tatarasi ,Semi_detached,Furnished,2,6,8,49 mp,2014
"December 06, 2020",Actualizat în 18.11.2020,58.000,Iasi,Cug ,Detached,N/A,2,2,6,58 mp,2020 (in constructie)
"December 06, 2020",Actualizat ieri,78.000,Iasi,Podul de Fier ,Detached,Furnished,3,1,4,62 mp,1983
"December 06, 2020",Actualizat în 04.12.2020,58.000,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,4,10,50 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 09.11.2020,62.790,Iasi,Tatarasi ,Detached,Unfurnished,2,1,12,55 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 20.11.2020,39.500,Iasi,Nicolina ,Detached,N/A,1,2,12,39 mp,2021 (in constructie)
"December 06, 2020",Actualizat ieri,73.000,Iasi,Centru Civic ,Semi_detached,Unfurnished,2,6,7,48 mp,1960
"December 06, 2020",Actualizat în 17.11.2020,48.000,Iasi,Podu Ros ,Semi_detached,N/A,2,3,4,53 mp,1968
"December 06, 2020",Actualizat în 18.11.2020,45.500,Iasi,Podu Ros ,Detached,Unfurnished,2,1,4,42 mp,N/A
"December 06, 2020",Actualizat în 18.11.2020,58.900,Iasi,Podu Ros ,Semi_detached,Unfurnished,3,3,4,52 mp,Între 1977 ºi 1990
"December 06, 2020",Actualizat în 01.12.2020,120.000,Iasi,Central ,Detached,N/A,3,2,8,82 mp,1978
"December 06, 2020",Actualizat în 04.12.2020,48.000,Iasi,Nicolina ,Detached,Furnished,2,Etaj 4,N/A,48 mp,1988
"December 06, 2020",Actualizat ieri,75.000,Iasi,Gara ,Detached,Unfurnished,3,8,8,72 mp,1985
"December 06, 2020",Actualizat în 23.11.2020,59.999,Iasi,Pacurari ,Detached,Furnished,2,1,5,52 mp,2008
"December 06, 2020",Actualizat în 13.10.2020,99.000,Iasi,Pacurari ,Detached,Unfurnished,4,Parter,5,110 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 26.11.2020,68.000,Iasi,Copou ,Detached,N/A,2,Demisol,2,36.25 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,64.000,Iasi,Cug ,Detached,Unfurnished,3,Etaj 9,N/A,76 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 23.11.2020,60.050,Iasi,Copou ,House,Furnished,2,Etaj 2,N/A,55.6 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 24.11.2020,75.000,Iasi,Tatarasi ,Semi_detached,N/A,4,Etaj 1,N/A,82 mp,1971
"December 06, 2020",Actualizat în 24.11.2020,67.000,Iasi,Tatarasi ,Studio,Furnished,3,Etaj 1,N/A,62 mp,1969
"December 06, 2020",Actualizat în 25.11.2020,46.500,Iasi,Podu Ros ,Semi_detached,Furnished,3,4,4,60 mp,1964
"December 06, 2020",Actualizat în 26.11.2020,58.500,Iasi,Dacia ,Detached,Furnished,2,1,3,54 mp,1983
"December 06, 2020",Actualizat în 30.10.2020,64.700,Iasi,Popas Pacurari ,Detached,Unfurnished,3,1,5,68.15 mp,2021 (in constructie)
"December 06, 2020",Introdus: Ieri,70.793,Iasi,Tatarasi ,Detached,Unfurnished,2,4,9,77 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 01.12.2020,37.680,Iasi,Copou ,Detached,N/A,1,2,4,37.68 mp,2020
"December 06, 2020",Actualizat în 13.11.2020,58.000,Iasi,Nicolina ,House,Furnished,2,Etaj 4,N/A,55.55 mp,1984
"December 06, 2020",Actualizat în 18.11.2020,51.000,Iasi,Cug ,Detached,N/A,2,3,11,51 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 29.11.2020,52.400,Iasi,Podu Ros ,Detached,N/A,2,2,4,N/A,N/A
"December 06, 2020",Actualizat în 02.12.2020,252.000,Iasi,Copou ,Detached,Unfurnished,3,9,9,154.84 mp,2019
"December 06, 2020",Actualizat în 04.12.2020,36.800,Iasi,Tatarasi ,Non_detached,Furnished,2,Parter,4,33 mp,1970
"December 06, 2020",Actualizat în 03.12.2020,46.500,Iasi,Dacia ,Detached,N/A,2,1,4,47 mp,1980
"December 06, 2020",Actualizat în 18.11.2020,48.000,Iasi,Cug ,Detached,N/A,2,6,6,48 mp,2019
"December 06, 2020",Actualizat ieri,64.900,Iasi,Centru Civic ,Semi_detached,Furnished,2,Demisol,3,35 mp,2017
"December 06, 2020",Actualizat în 20.11.2020,57.800,Iasi,Pacurari ,Detached,Unfurnished,2,2,3,55 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 11.11.2020,55.800,Iasi,Podul de Piatra ,Semi_detached,N/A,3,4,4,64 mp,1970
"December 06, 2020",Actualizat în 11.11.2020,78.500,Iasi,Podu Ros ,Detached,Furnished,3,4,10,80 mp,1977
"December 06, 2020",Actualizat în 28.10.2020,45.500,Iasi,Copou ,Semi_detached,N/A,2,3,10,49.8 mp,2020
"December 06, 2020",Actualizat în 03.12.2020,88.800,Iasi,Centru Civic ,Semi_detached,Unfurnished,3,6,10,52.8 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,54.485,Iasi,Centru Civic ,Semi_detached,Unfurnished,2,7,11,35.15 mp,2021 (in constructie)
"December 06, 2020",Actualizat ieri,59.999,Iasi,Tatarasi ,Semi_detached,Furnished,3,2,4,67 mp,1970
"December 06, 2020",Actualizat în 02.11.2020,79.900,Iasi,Popas Pacurari ,Semi_detached,N/A,3,Parter,1,85 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,84.500,Iasi,Centru Civic ,Detached,Unfurnished,2,1,10,45.05 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 20.11.2020,45.700,Iasi,Pacurari ,Semi_detached,N/A,2,Parter,3,43.5 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 30.11.2020,63.500,Iasi,Pacurari ,Detached,Unfurnished,3,2,3,70 mp,2020 (finalizata)
"December 06, 2020",Introdus: Ieri,93.357,Iasi,Tatarasi ,Semi_detached,Unfurnished,3,2,9,93.45 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 12.11.2020,N/A,Iasi,Bularga ,Detached,Unfurnished,2,Etaj 2,N/A,57 mp,2017
"December 06, 2020",Actualizat în 25.11.2020,61.500,Iasi,Nicolina ,Detached,N/A,2,4,7,59 mp,2020
"December 06, 2020",Actualizat în 20.11.2020,45.000,Iasi,Cug ,Detached,Unfurnished,2,1,3,38 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 09.11.2020,46.000,Iasi,Podu Ros ,Semi_detached,Furnished,2,4,4,48 mp,1977
"December 06, 2020",Actualizat în 03.12.2020,46.085,Iasi,Tatarasi ,Detached,Unfurnished,1,1,3,40.05 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 19.11.2020,49.999,Iasi,Cug ,Detached,Unfurnished,1,4,11,50 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 21.11.2020,153.540,Iasi,Tudor Vladimirescu ,Detached,N/A,4,13,13,134 mp,2018
"December 06, 2020",Actualizat în 01.12.2020,45.000,Iasi,Alexandru cel Bun ,Non_detached,Furnished,2,4,4,40 mp,1971
"December 06, 2020",Actualizat în 27.05.2020,53.500,Iasi,Tudor Vladimirescu ,Detached,N/A,1,3,13,41 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 19.11.2020,53.000,Iasi,Tatarasi ,Detached,Unfurnished,2,7,8,58 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,230.000,Iasi,Central ,Detached,Furnished,5,2,3,140 mp,2003
"December 06, 2020",Actualizat în 03.12.2020,68.900,Iasi,Nicolina ,Detached,Furnished,3,4,5,72 mp,1984
"December 06, 2020",Actualizat în 30.11.2020,27.000,Iasi,Cug ,Detached,N/A,1,1,2,34 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 30.07.2020,26.000,Iasi,Pacurari ,Detached,Unfurnished,1,1,4,32 mp,Dupã 2010
"December 06, 2020",Actualizat ieri,37.000,Iasi,Tatarasi ,Non_detached,N/A,2,8,10,38 mp,N/A
"December 06, 2020",Actualizat în 09.11.2020,31.900,Iasi,Centru Civic ,Semi_detached,Furnished,1,Parter,3,26 mp,1990
"December 06, 2020",Actualizat în 04.12.2020,46.500,Iasi,Podu Ros ,Semi_detached,Furnished,2,1,4,40 mp,1977
"December 06, 2020",Actualizat ieri,45.800,Iasi,Podu Ros ,Semi_detached,N/A,2,1,4,54 mp,N/A
"December 06, 2020",Actualizat în 07.10.2020,75.600,Iasi,Pacurari ,Detached,Unfurnished,3,1,3,77 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 07.10.2020,43.100,Iasi,Pacurari ,Semi_detached,Unfurnished,2,1,3,42 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 09.09.2020,42.500,Iasi,Podu Ros ,Detached,N/A,1,1,3,49 mp,2020
"December 06, 2020",Actualizat în 02.12.2020,49.000,Iasi,Popas Pacurari ,Detached,N/A,2,1,4,60 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 30.11.2020,32.000,Iasi,Cug ,Detached,Unfurnished,1,1,4,40 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 18.11.2020,50.000,Iasi,Cug ,Detached,N/A,2,1,11,50 mp,2020 (in constructie)
"December 06, 2020",Actualizat ieri,58.500,Iasi,Pacurari ,Detached,Furnished,3,4,10,54 mp,N/A
"December 06, 2020",Actualizat în 01.10.2020,76.500,Iasi,Dacia ,Detached,Furnished,3,2,4,68 mp,1982
"December 06, 2020",Actualizat în 04.12.2020,39.900,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,3,9,39 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,55.000,Iasi,Canta ,Detached,N/A,2,1,4,58 mp,1983
"December 06, 2020",Actualizat în 24.11.2020,58.000,Iasi,Copou ,Detached,Unfurnished,2,1,5,48 mp,2018
"December 06, 2020",Actualizat ieri,73.000,Iasi,Galata ,Detached,Furnished,3,1,4,63 mp,1980
"December 06, 2020",Actualizat ieri,41.910,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,2,9,41.05 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 02.11.2020,79.900,Iasi,Central ,Detached,N/A,4,1,1,142 mp,2015
"December 06, 2020",Actualizat în 18.11.2020,53.000,Iasi,Cug ,Detached,N/A,2,6,6,53 mp,2019
"December 06, 2020",Actualizat în 10.09.2020,65.500,Iasi,Galata ,Detached,Unfurnished,3,3,4,71 mp,1981
"December 06, 2020",Actualizat în 02.12.2020,40.000,Iasi,Popas Pacurari ,Detached,N/A,2,1,4,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,58.500,Iasi,Dacia ,Detached,Furnished,2,2,4,48 mp,1980
"December 06, 2020",Actualizat ieri,60.375,Iasi,Nicolina ,Detached,Furnished,2,1,3,59 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,73.000,Iasi,Nicolina ,Detached,Furnished,3,3,4,75 mp,1983
"December 06, 2020",Actualizat în 04.12.2020,33.500,Iasi,Cug ,Detached,Furnished,1,3,3,33 mp,2018
"December 06, 2020",Actualizat în 19.11.2020,51.000,Iasi,Tatarasi ,Detached,Unfurnished,2,2,8,53 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 18.11.2020,54.000,Iasi,Cug ,Detached,Furnished,2,2,6,54 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,91.000,Iasi,Central ,Detached,Furnished,3,3,4,69.1 mp,1982
"December 06, 2020",Actualizat în 21.11.2020,73.000,Iasi,Nicolina ,Detached,Furnished,3,1,3,72 mp,2015
"December 06, 2020",Actualizat în 25.11.2020,74.000,Iasi,Alexandru cel Bun ,Detached,N/A,3,4,10,72 mp,1975
"December 06, 2020",Actualizat ieri,47.500,Iasi,Alexandru cel Bun ,Non_detached,Furnished,2,Parter,4,35 mp,N/A
"December 06, 2020",Actualizat în 26.08.2020,35.000,Iasi,Pacurari ,Detached,Unfurnished,1,1,4,38 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 25.11.2020,85.000,Iasi,Centru Civic ,Detached,N/A,3,4,4,72 mp,1980
"December 06, 2020",Actualizat în 07.10.2020,53.100,Iasi,Pacurari ,Detached,N/A,2,1,3,50.5 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 19.11.2020,52.000,Iasi,Tatarasi ,Detached,Unfurnished,2,8,8,55 mp,2021 (in constructie)
"December 06, 2020",Actualizat în 04.12.2020,57.900,Iasi,Tatarasi ,Semi_detached,Unfurnished,2,3,4,55 mp,N/A
"December 06, 2020",Actualizat în 07.10.2020,75.600,Iasi,Pacurari ,Detached,N/A,3,1,3,73 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,104.793,Iasi,Copou ,Detached,N/A,3,1,3,76.66 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 04.12.2020,35.000,Iasi,Galata ,Detached,N/A,1,3,4,33 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 03.12.2020,41.000,Iasi,Moara de Vânt ,Semi_detached,Unfurnished,1,3,5,29 mp,2019
"December 06, 2020",Actualizat în 07.10.2020,52.990,Iasi,Galata ,Detached,N/A,2,Parter,3,59 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 27.11.2020,59.200,Iasi,Popas Pacurari ,Detached,N/A,3,1,3,86 mp,2020
"December 06, 2020",Actualizat în 19.11.2020,135.000,Iasi,Nicolina ,Detached,Furnished,3,4,8,100 mp,1988
"December 06, 2020",Actualizat în 04.12.2020,51.999,Iasi,Cug ,Detached,N/A,2,2,2,55 mp,2019
"December 06, 2020",Actualizat în 04.12.2020,73.000,Iasi,Galata ,Detached,Furnished,3,1,4,58 mp,1980
"December 06, 2020",Actualizat în 04.12.2020,54.900,Iasi,Moara de Vânt ,Detached,Furnished,2,Demisol,2,50 mp,2018
"December 06, 2020",Actualizat în 27.11.2020,87.500,Iasi,Tudor Vladimirescu ,Detached,Furnished,2,1,10,55 mp,2018
"December 06, 2020",Actualizat în 26.11.2020,52.000,Iasi,Popas Pacurari ,Semi_detached,Furnished,2,1,2,50 mp,2018
"December 06, 2020",Actualizat în 26.11.2020,95.000,Iasi,Pacurari ,Detached,Furnished,3,Etaj 1,N/A,65 mp,N/A
"December 06, 2020",Actualizat în 19.11.2020,135.000,Iasi,Nicolina ,Detached,Furnished,3,4,8,100 mp,1988
"December 06, 2020",Actualizat în 02.12.2020,45.000,Iasi,Lunca Cetatuii ,Detached,Unfurnished,3,2,2,51 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 26.11.2020,61.350,Iasi,Tatarasi ,Detached,Unfurnished,2,1,10,63 mp,2020 (in constructie)
"December 06, 2020",Actualizat în 03.12.2020,45.600,Iasi,Copou ,Semi_detached,N/A,2,7,10,42 mp,2020
"December 06, 2020",Actualizat în 02.12.2020,47.000,Iasi,Cug ,Detached,N/A,2,5,6,48 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 01.12.2020,45.900,Iasi,Popas Pacurari ,Detached,N/A,2,1,6,53 mp,2020 (finalizata)
"December 06, 2020",Actualizat în 10.11.2020,65.900,Iasi,Palat ,Detached,N/A,2,4,4,50 mp,1980
"December 06, 2020",Actualizat în 04.12.2020,50.000,Iasi,Þigarete ,Detached,Furnished,1,6,8,42 mp,1990
